,GS
93,0.003918675203722799
94,0.031015208770073244
95,-0.010539747711598935
96,0.016513990613415075
97,-0.007803968309953113
98,0.002350945686812267
99,0.012214285021459936
100,0.014718447490315256
101,-0.0021101393249196576
102,0.0048007935523077805
103,0.003744216478363427
104,0.008177307282400292
105,0.013556670812562288
106,-0.0033743890836088752
107,0.025874012821637038
108,0.01196965640580494
109,-0.007829743419721424
110,-0.0053272557351817795
111,-0.060752692996288715
112,0.012976286605210774
113,0.008277860818175498
114,0.018784852866710722
115,-0.0036067962326296055
116,0.0005940434038027576
117,-0.0056655135656740185
118,0.006474093296658268
119,0.004298169191484291
120,-0.02619526559566232
121,0.010899827728216849
122,-0.024525204274830514
123,0.01457888811353314
124,0.015292349435755526
125,0.0050095639758716
126,0.004530970476816165
127,0.015756930832163007
128,-0.010877477869643215
129,0.0077969862634308384
130,-0.005659591476195658
131,0.010411809774444336
132,-0.009406645216058607
133,0.013317300582903258
134,0.009041056936354153
135,-0.003411915214114103
136,0.0028445625875832548
137,0.008371797255140478
138,0.0016776293345603932
139,0.00573063059447243
140,-0.012396378412246278
141,-0.006209640024275487
142,0.007367928821482295
143,-0.0064944354186469155
144,0.01235178335174325
145,-0.003757301763455345
146,0.007641236242175609
147,0.007155362664359899
148,0.0036054230261335363
149,0.006409160435516981
150,0.006407126020665288
151,0.0006328292699571136
152,0.0027384652733921655
153,-0.008001055401377855
154,0.013899502293613253
155,-0.0020492726761567326
156,-0.00017189739627809786
157,0.002706177507423746
158,0.002300740419816094
159,-0.004414123345181764
160,0.003153654768345504
161,0.0034351999829738133
162,0.009993615364901842
163,0.003589899745540137
164,0.010144001344842835
165,0.0016716460318093596
166,0.006710002849569463
167,-0.0021973751755091087
168,0.007496831420706229
169,0.015249050143870235
170,-0.03575759414218638
171,-0.008166280754274169
172,-0.028148829086466876
173,0.019944760662180983
174,-0.017741245925396498
175,0.000532930158087197
176,0.0126613350250242
177,0.005205785930499474
178,-0.00462964689215184
179,-0.008447949528552101
180,-0.011245576947828795
181,-0.011638564027299125
182,0.010463016398377434
183,-0.0240073389143749
184,0.002983005554629159
185,0.01585043922418805
186,0.015982191853854744
187,-0.004824282704444016
188,0.008219842568379931
189,0.005278949564294422
190,-0.00962381286637104
191,0.01781310900290123
192,-0.014072064387523397
193,0.01724716377024116
194,0.00797821289486933
195,0.008755095180752903
196,0.016282530158324704
197,-0.006326891629163001
198,-0.006645172084059681
199,-0.0015289235142130764
200,0.0001349104566301662
201,-0.01646466351494169
202,0.004716195320000338
203,-0.002198114011569885
204,0.005205354003491536
205,0.003439838320389299
206,-0.018764472985321135
207,-0.0030302053504467352
208,-0.035925542108577346
209,0.011876524939998134
210,-0.0122037134452615
211,0.012242950890591686
212,0.01764273768407776
213,0.02180752565509181
214,0.019273265776702075
215,-0.0002877565853740549
216,0.011631974746343587
217,-0.0014007752208673452
218,0.0076227283629926035
219,-0.010028651547070666
220,0.013518546706293932
221,0.011580734922832292
222,-0.004803443784647143
223,-0.011631210647481183
224,0.003938675690733362
225,-0.006815737372919628
226,0.005620108181849659
227,0.016032458814033035
228,-0.0015856747555105244
229,0.002394111025902035
230,-0.004606140636973066
231,0.011208140661594257
232,0.0017895645286039041
233,-0.0006243520802939884
234,0.008797463715186638
235,-0.0019375134389640891
236,0.0027832711701716306
237,-0.007980964948473002
238,-0.0012859345277718148
239,-0.0012657980842316618
240,-0.00436878824514686
241,0.012838482022218045
242,0.0017712256203239463
243,0.0057411428089828576
244,-0.003517296952148641
245,-0.003913928486909413
246,-0.0020752446917704503
247,0.000745533271818033
248,0.0035303499794867577
249,0.00868470753841244
250,-0.002229864827279826
251,0.00134064809508061
252,0.006418204711703623
253,-0.014864762712026192
254,0.00705763138336124
255,0.005693603382475487
256,0.0147382601077517
257,0.005476837393516121
258,-0.006576327616620858
259,0.0004157020305690651
260,0.0022730563867252584
261,-0.00376051306874281
262,-0.0072160007982784435
263,0.008103457635762368
264,0.013839417376511065
265,0.00031667316131311907
266,-0.0030151526629378367
267,0.003609317513017629
268,-0.0014899431611539171
269,-0.026013315126100167
270,0.009713298778759594
271,-0.019500377654791734
272,0.015924300234678057
273,0.013802528814311543
274,0.0010082606153449802
275,0.010794847643921912
276,0.0038899196077633036
277,0.007372107476289358
278,-0.001114145421722057
279,-0.00034524452239104164
280,0.001661074814588659
281,0.0046999709261612566
282,-0.0005694345154143576
283,-0.0003204533489178374
284,-0.004425614227242747
285,-0.0018566190956654793
286,-0.007762892893710571
287,0.0012555296115266401
288,0.011287667670986323
289,-0.024783394424172656
290,-0.004761532293798609
291,0.023512173225693545
292,-0.008113678739508856
293,-0.013152335894801581
294,-0.013508038064390604
295,0.019308356338710198
296,-0.00537364322402567
297,0.014055400743931301
298,0.006012203770987767
299,0.010341825500656654
300,0.001014883327531635
301,0.006470939539413578
302,-0.0015709169785971255
303,0.0028752446501592033
304,-0.014870560065947558
305,-0.0006028856737536614
306,0.007000556898342225
307,-0.007660118119334314
308,-0.005482336600348248
309,0.0052265834327283045
310,0.01649441865871637
311,-0.0008683896263868007
312,-0.0031628294096499587
313,0.0036159535924209507
314,0.011755830427674141
315,0.0143349877622434
316,-0.0009740049407973572
317,0.001474145698107776
318,0.00421175094059123
319,0.0076902881356879504
320,-0.00019609807474019192
321,0.0032890718770630656
322,-0.004096104320730376
323,0.011033101401119794
324,0.003602323390516915
325,-0.0053206898937574465
326,-0.006825561005078029
327,0.009263020919853204
328,-0.009253337860554822
329,0.0108694098955322
330,0.0017806845645829128
331,-0.0002149189814453223
332,-0.0008458975873963936
333,0.0067400415367036
334,-0.007220713417121161
335,0.002744321649512216
336,-0.0067007374898473415
337,0.00070321644711413
338,0.008132299498631923
339,0.007346291419187523
340,-0.0104904805031385
341,-0.008711750141781494
342,-0.021682782358302788
343,0.012099644578093205
344,0.014807778563623586
345,-0.0025332581839609958
346,-0.00855377238403321
347,-0.0029477518113782963
348,0.010499429334508648
349,-0.0007841880752526009
350,0.009862497481215371
351,-0.002127545400828268
352,0.0018750575506114586
353,0.001164636089862725
354,0.0007685864528870212
355,-0.0004924547586302452
356,0.0014458890369013488
357,-0.0036353030560487554
358,0.008795303383015707
359,-0.0007970562694215033
360,0.00017500954944082991
361,-0.001825532590615353
362,0.00464145477646305
363,0.0019465389328079397
364,0.0018135563851373604
365,-0.0020137199542773487
366,-0.005404703747025508
367,-0.00043581054367258787
368,-0.013211355687284154
369,0.013905163512319518
370,0.005111406378990324
371,-0.0010838705186486663
372,0.005794429545916913
373,0.0033250631646861706
374,0.0023122888604731884
375,0.0002772977426861445
376,0.0013272784229076962
377,0.005208041432254618
378,0.007472095894691222
379,-0.002023902770021735
380,0.003353346553662817
381,-0.008597881009555053
382,0.01121482590241385
383,0.003445232695593603
384,-0.003523011181165714
385,0.001164256565468591
386,-0.0032675735627449853
387,-0.007567415006812794
388,-0.015996781399984172
389,0.015048806004799076
390,0.008208041662143728
391,0.00201463920924283
392,0.0100943323862559
393,0.00237936692272811
394,-0.004723583382176599
395,-0.00018627923155278836
396,0.0041973318452726005
397,-0.005420713608261352
398,-0.00184450567006067
399,0.008169961338918341
400,-0.004643150661296502
401,0.005987485990420538
402,0.0016738645485290249
403,-0.0009403502649565354
404,0.0009921869538640493
405,0.0012749307180150993
406,0.00413780773547856
407,0.001606016320923942
408,0.002617422261993241
409,-0.007085743507136755
410,-0.010806652845255726
411,0.0012559032561583194
412,0.008108603890741861
413,0.008487667984411473
414,0.0014946188019617779
415,0.0022176574032517493
416,-0.005841949827603443
417,0.0087690715404527
418,0.004297324106874001
419,-0.001350026915892144
420,0.00031164006095174557
421,0.002838605754405421
422,-0.00033508726118114396
423,-0.0034013524523217598
424,-0.0013194368138158552
425,-0.004616247150002195
426,-0.007752552286277137
427,0.0022739003463705387
428,-0.005763213966258007
429,0.008438294222079534
430,-0.001552344712765219
431,-0.009152630275798046
432,-0.017123077726381553
433,-0.0008126886585468895
434,0.009474585224218401
435,0.012061680369937378
436,0.0014599428113637458
437,-0.0027802439201884965
438,-0.020574317739892933
439,0.0015679543362843162
440,-0.011981202945015923
441,0.011425952113334858
442,-0.013070952048643392
443,0.010469517498600922
444,0.004094399349623856
445,0.008264039225066355
446,-0.0019155566024213755
447,-0.006889441644339911
448,-0.002419705686554252
449,0.003017955870230793
450,0.016919162285711664
451,0.00743252063718991
452,0.003369087801804227
453,0.007366142784235308
454,0.003657333598560797
455,0.002991393168359835
456,-0.0010731292246628499
457,0.004736959440853283
458,0.0018181414322437917
459,-0.005064370371105298
460,0.009781288424184353
461,0.0019474372317169752
462,0.0017984589459025813
463,0.0036736071203886667
464,0.00644049461288887
465,0.004173222342817695
466,0.0037258500452850285
467,0.0008873940607010411
468,-0.0035049109263987077
469,-0.008259842163861109
470,0.0005507883329887164
471,0.0071966975641295505
472,-1.0739878016252646e-05
473,0.003857779057126365
474,-0.0026050154828958227
475,0.003379064740171245
476,-0.0013996446049873157
477,-0.003202258316960638
478,0.001655761383194232
479,0.0022912237766679056
480,-0.022987011159321113
481,0.013113836082823127
482,-0.019143381187848973
483,-0.01188554145795706
484,0.014094638396057846
485,-0.008484455141738678
486,0.011662599309685717
487,0.02049560318625332
488,0.0030805355865854978
489,-0.007206988232523415
490,0.009503769118209604
491,-0.009178158342793452
492,-0.0074987228546241624
493,0.016216267351891744
494,-0.008781863311112303
495,-0.010340964584054646
496,-0.011453398323256536
497,0.01762175538519628
498,0.010128728029126677
499,0.006204412685251626
500,0.013744051573606697
501,-0.0010106653988870562
502,0.0014009134018575509
503,-0.002994233841905114
504,-0.0026296343734735217
505,0.006353824170387767
506,-0.0006298202522039276
507,-0.019583264304500858
508,-0.000964233740180731
509,-0.004058441082335662
510,-0.0014420705375393084
511,0.00911828645239865
512,0.0028285652967010577
